0,1636
1,1531
2,1601
3,1520
4,1601
5,1705
6,1740
7,1694
8,1554
9,1624
10,2124
11,2019
12,2089
13,2008
14,2089
15,2193
16,2228
17,2182
18,2042
19,2112
20,2286
21,2181
22,2251
23,2170
24,2251
25,2355
26,2390
27,2344
28,2204
29,2274
30,1416
31,1311
32,1381
33,1300
34,1381
35,1485
36,1520
37,1474
38,1334
39,1404
40,1485
41,1380
42,1450
43,1369
44,1450
45,1554
46,1589
47,1543
48,1403
49,1473
50,2008
51,1903
52,1973
53,1892
54,1973
55,2077
56,2112
57,2066
58,1926
59,1996
60,1868
61,1763
62,1833
63,1752
64,1833
65,1937
66,1972
67,1926
68,1786
69,1856
70,1764
71,1659
72,1729
73,1648
74,1729
75,1833
76,1868
77,1822
78,1682
79,1752
80,1288
81,1183
82,1253
83,1172
84,1253
85,1357
86,1392
87,1346
88,1206
89,1276
90,1439
91,1334
92,1404
93,1323
94,1404
95,1508
96,1543
97,1497
98,1357
99,1427
100,1358
101,1253
102,1323
103,1242
104,1323
105,1427
106,1462
107,1416
108,1276
109,1346
110,1010
111,1277
112,1033
113,1602
114,1311
115,1834
116,1126
117,1950
118,1056
119,1300
120,1590
121,1729
122,1509
123,1462
124,1393
125,1683
126,1207
127,1277
128,1416
129,1335
130,1277
131,1439
132,1497
133,1474
134,1613
135,0
136,1288
137,1033
138,1207
139,1323
140,0
141,0
142,1393
143,1822
144,1428
145,1126
146,1160
147,1613
148,1567
149,1219
150,1404
151,1857
152,1253
153,1253
154,0
155,1613
156,1741
157,1787
158,1834
159,1880
160,1799
161,1869
162,1776
163,1811
164,1799
165,0
166,1555
167,1555
168,1555
169,1555
170,1555
171,1555
172,1555
173,1555
174,1555
175,1555
176,1555
177,1555
178,1323
179,801
180,1068
181,1369
182,1439
183,1637
184,1346
185,1137
186,1184
187,2391
188,2460
189,2287
190,2333
191,2124
192,2438
193,2600
194,2310
195,2333
196,2147
197,3157
198,2484
199,2484
200,2194
201,2310
202,2716
203,2414
204,0
205,2043
206,2484
207,2345
208,0
209,2716
210,2020
211,2484
212,2519
213,2356
214,2368
215,2472
216,2310
217,2380
218,2101
219,2229
220,2020
221,0
222,0
223,0
224,0
225,0
226,0
227,0
228,0
229,0
230,0
231,0
232,0
233,0
234,0
235,0
236,0
237,0
238,0
